ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global
,simple,"Boné – 15266F
Boné – 15266C",BOINA SEXTAVADA ALGODÃO,1,0,visible,"Boina sextavada em algodão, leve e versátil","<p>Boina sextavada em algodão, leve e versátil</p><p>Paquet de 24 pcs assorties: 2 de chaque couleur</p><ul><li><strong>Couleur</strong>: Assorties</li><li><strong>Taille</strong>: 57, 59</li><li><strong>Vendu Par</strong>: Pack 24</li><li><strong>Composition</strong>: 100% Coton</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,16.9,Chapéus > Boinas > Verão,"verão, cotton",,"catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_01.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_02.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_03.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_04.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_05.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_06.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_07.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_08.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_09.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_10.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_11.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_12.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_13.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_14.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_15.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_16.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_17.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_18.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_19.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_20.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_21.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_22.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_23.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_24.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_25.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_26.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_27.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_28.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_29.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_30.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_31.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_32.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_33.jpg, catalogo2025/boinas%20verão/bone-15266f-bone-15266c/img_34.jpg",,,,,,,https://hologrammeparis.com/fr/product/casquette-15266f/,,0,,,0,0,,,0,0,,,0,0,,,0,0
,simple,"Boné – 18161N
Boné – 18161M",BOINA SEXTAVADA PELE,1,0,visible,"Cor: Preto, Marrom","<p>Découvrez notre Casquette - 18161N au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Preto, Marrom</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% couro de vaca</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,89.9,Acessórios > Artigos em Pele,"Fabricado na Itália, pele genuina",,catalogo2025/artigos%20em%20pele/bone-18161n-bone-18161m/img_01.jpg,,,,,,,https://hologrammeparis.com/product/casquette-18161n/,,0,Cor,Preto | Marrom,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% couro de vaca,1,1,Pack,Unitário,1,1
,simple,Gants – 17120,LUVAS FEMININAS,1,0,visible,"Couleur: Bordeaux, Gris, Marine, Marron, Moutarde, Noir, Orange, Rouge, Taupe","<p>Découvrez notre Gants en cuir classique - 17120 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Couleur</strong>: Bordeaux, Gris, Marine, Marron, Moutarde, Noir, Orange, Rouge, Taupe</li><li><strong>Taille</strong>: 6.5, 7, 7.5, 8</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100% Cuir de Vachette</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,35.0,Acessórios > Artigos em Pele,Etiqueta: LUVAS,,catalogo2025/artigos%20em%20pele/gants-17120/img_01.jpg,,,,,,,https://hologrammeparis.com/product/gants-17120n/?attribute_pa_couleur=marron,,0,,,0,0,,,0,0,,,0,0,,,0,0
,simple,Gants – 17119,LUVAS MASCULINAS,1,0,visible,"Couleur: Camel, Marine, Marron, Noir","<p>Découvrez notre Gants en cuir classique - 17119 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Couleur</strong>: Camel, Marine, Marron, Noir</li><li><strong>Taille</strong>: 8, 8.5, 9, 9.5</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100% Cuir d&#x27;Ovin / Doublure : 100% Polyester</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,35.0,Acessórios > Artigos em Pele,Etiqueta: LUVAS,,catalogo2025/artigos%20em%20pele/gants-17119/img_01.jpg,,,,,,,https://hologrammeparis.com/product/gants-17119n/,,0,,,0,0,,,0,0,,,0,0,,,0,0
,simple,Porte-Monnaie – 5657,CARTEIRAS,1,0,visible,"Couleur: Bleu, Bordeaux, Cognac, Marron, Noir, Taupe","<p>Découvrez notre Porte-Monnaie - 5657 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Couleur</strong>: Bleu, Bordeaux, Cognac, Marron, Noir, Taupe</li><li><strong>Vendu Par</strong>: Unitaire</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,35.0,Acessórios > Artigos em Pele,CARTEIRAS,,catalogo2025/artigos%20em%20pele/porte-monnaie-5657/img_01.jpg,,,,,,,https://hologrammeparis.com/product/porte-monnaie-5657/,,0,,,0,0,,,0,0,,,0,0,,,0,0
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,VELEN,CHAPÉU TIROLÊS EM CORTIÇA,1,0,visible,Couleur: Natural,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",,catalogo2025/cortiça/velen/img_01.jpg,,,,,,,https://vips-velen.pt/?product=chapeu-tiroles-em-cortica,,0,Cor,Natural,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100%,1,1,Pack,Unitário,1,1
,simple,Chapka – 6064,GORRO USHANKA,1,0,visible,"Cor: Bege , Camelo , Cáqui , Marrom , Preto","<p>Hologramme est un grossiste de Toques et Chapkas avec 40 ans d’expérience. Découvrez nos collections de chapeaux en fourrure au tarif de gros.</p><ul><li><strong>Cor</strong>: Bege , Camelo , Cáqui , Marrom , Preto</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Poliéster / Forro: 100% Poliéster</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,1.0,Chapéus > Gorros,Fabricado na China,,catalogo2025/gorros/chapka-6064/img_01.jpg,,,,,,,https://hologrammeparis.com/product-category/chapellerie/collection-hiver/chapeaux-hiver/toques-chapkas/,,0,Cor,Bege | Camelo | Cáqui | Marrom | Preto,1,1,Tamanho,57 | 59,1,1,Composição,100% Poliéster | Forro: 100% Poliéster,1,1,Pack,Pacote 12,1,1
,simple,Chapéu – 49171,CHAPÉU CHAPKA,1,0,visible,"Cor: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde","<p>Fausse fourrure en 100% Modacrylique</p><ul><li><strong>Cor</strong>: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde</li><li><strong>Composição</strong>: 100% modacrílica</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,3.0,Chapéus > Gorros,Etiqueta: Fabricado em Portugal,,catalogo2025/gorros/chapeu-49171/img_01.jpg,,,,,,,https://hologrammeparis.com/product/toque-49171-simili-cuir/?attribute_pa_couleur=rouge-noir,,0,Cor,Bege | Azul Claro | Borgonha | Cinza | Marinho | Marrom | Mostarda | Preto | Laranja | Rosa | Vermelho | Verde,1,1,,,0,0,Composição,100% modacrílica,1,1,,,0,0
,simple,Chapéu – 49171,CHAPÉU CHAPKA,1,0,visible,"Cor: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde","<p>Fausse fourrure en 100% Modacrylique</p><ul><li><strong>Cor</strong>: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde</li><li><strong>Composição</strong>: 100% modacrílica</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,3.0,Chapéus > Gorros,Etiqueta: Fabricado em Portugal,,catalogo2025/gorros/chapeu-49171/img_01.jpg,,,,,,,https://hologrammeparis.com/product/toque-49171-simili-cuir/?attribute_pa_couleur=rouge-noir,,0,Cor,Bege | Azul Claro | Borgonha | Cinza | Marinho | Marrom | Mostarda | Preto | Laranja | Rosa | Vermelho | Verde,1,1,,,0,0,Composição,100% modacrílica,1,1,,,0,0
,simple,bonnet-pierre-cardin,Bonnet – Pierre Cardin,1,0,visible,"Cor: Branco, Camelo, Cinza, Preto","<p>Découvrez notre Bonnet - Pierre Cardin au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco, Camelo, Cinza, Preto</li><li><strong>Tamanho</strong>: Tamanho Único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Acrílico / Forro: 100% Poliéster</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,"Étiquettes : Fabriqué en Chine, Hiver 2024",Chapéus > Gorros,"Gorro da marca Pierre Cardin, com uma textura suave e simples.

Possui um grande reverso e exibe um emblema branco com o logo distintivo de Pierre Cardin, com um grande “P” estilizado em preto e a assinatura abaixo

Fabricado em um material quente e confortável, perfeito para um visual sóbrio de inverno.",,"catalogo2025/gorros/bonnet-pierre-cardin/img_01.jpg, catalogo2025/gorros/bonnet-pierre-cardin/img_02.jpg, catalogo2025/gorros/bonnet-pierre-cardin/img_03.jpg",,,,,,,https://hologrammeparis.com/fr/product/bonnet-pierre-cardin-bonnet/,,0,Cor,Branco | Camelo | Cinza | Preto,1,1,Tamanho,Tamanho Único,1,1,Composição,100% Acrílico | Forro: 100% Poliéster,1,1,Pack,Unitário,1,1
,simple,"Tags: Fabricado na Itália , Lã Pura",CHAPEU FEDORA,1,0,visible,Cor: Sortido,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,35.0,Chapéus > Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana",,catalogo2025/chapéus%20lã/tags-fabricado-na-italia-la-pura/img_01.jpg,,,,,,,https://hologrammeparis.com/product/chapeau-art-01-gros-grain-pack-12/,,0,Cor,Sortido,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61 | 62,1,1,Composição,100% Lã,1,1,Pack,Pacote 12,1,1
,simple,"Tags: Fabricado na Itália , Lã Pura",CHAPEU FEDORA,1,0,visible,Cor: Sortido,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,35.0,Chapéus > Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana",,catalogo2025/chapéus%20lã/tags-fabricado-na-italia-la-pura/img_01.jpg,,,,,,,https://hologrammeparis.com/product/chapeau-art-01-gros-grain-pack-12/,,0,Cor,Sortido,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61 | 62,1,1,Composição,100% Lã,1,1,Pack,Pacote 12,1,1
,simple,"Chapéu Impermeável – Art 181054 (Pack 12)

Tags: Fabricado na Itália , Lã Esmagável Impermeável",CHAPÉUS DE LÃ ITALIANA,1,0,visible,"2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 e 2*58)","<p>2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 e 2*58)</p><p>Notre version Hologramme Paris du &quot;Fedora imperméable et indéformable&quot; Chapeau avec une ceinture marron, 100 g de pure laine Waterproof Crushable.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,67.5,Chapéus > Lã,"Fabricado na Itália, Lã, Esmagável, Impermeável",,catalogo2025/chapéus%20lã/chapeu-impermeavel-art-181054-pack-12-tags-fabricado-na-italia-la-esmagavel-impermeavel/img_01.jpg,,,,,,,https://hologrammeparis.com/product/chapeau-waterproof-art-181054-pack-12/,,0,Cor,Sortido,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60,1,1,Composição,100% Lã,1,1,Pack,Pacote 12,1,1
,simple,Chapéu – Art 970 (Pack 12),CHAPÉU DE LÃ TRILBY,1,0,visible,Cor: Sortido,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-970/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,29.9,Chapéus > Lã,"Fabricado na Itália, Lã Pura",,catalogo2025/chapéus%20lã/chapeu-art-970-pack-12/img_01.jpg,,,,,,,https://hologrammeparis.com/product/chapeau-art-970-pack-12/,,0,Cor,Sortido,1,1,Tamanho,54 | 55 | 56 | 57 | 58 | 59 | 60,1,1,Composição,100% Lã,1,1,Pack,Pacote 12,1,1
,simple,"Chapéu Impermeável – Art 181056

Tags: Fabricado na Itália , Lã,  Esmagável,  Impermeável",CHAPÉUS DE LÃ IMPERMEÁVEL,1,0,visible,Cor: Sortido,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-181056/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,49.9,Chapéus > Lã,CHAPÉUS DE LÃ IMPERMEÁVEL,,catalogo2025/chapéus%20lã/chapeu-impermeavel-art-181056-tags-fabricado-na-italia-la-esmagavel-impermeavel/img_01.jpg,,,,,,,https://hologrammeparis.com/product/chapeau-waterproof-art-181056-pack-12/,,0,Cor,Sortido,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60,1,1,Composição,100% Lã,1,1,Pack,Pacote 12,1,1
