Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
chapeu-tiroles-em-cortica-5,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",TRUE,Title,Default Title,VELEN,,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
chapeu-tiroles-em-cortica-6,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",TRUE,Title,Default Title,VELEN,,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
chapeu-tiroles-em-cortica-7,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",TRUE,Title,Default Title,VELEN,,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
chapeu-tiroles-em-cortica-8,CHAPÉU TIROLÊS EM CORTIÇA,"<p>Boné Vegan estilo basebol de cortiça. 100% Eco-Friendly, produzido em Portugal. Leve,  prático e resistente. Montado - Cortiça com Arte.</p><ul><li><strong>Couleur</strong>: Natural</li><li><strong>Taille</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60 , 61, 62, 63</li><li><strong>Vendu Par</strong>: Unitaire</li><li><strong>Composition</strong>: 100%</li><li><strong>Cor</strong>: Natural</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 100%</li><li><strong>Vendido Por</strong>: Unitário</li></ul>",Chapeus Lisboetas,Cortiça,"Chapéu tirolês em cortiça. Na confecção deste chapéu não foi usado nenhum material de origem animal.

– Chapéu tirolês, 100% cortiça

– Produto sustentável.

– Produto produzido em Portugal com cortiça Portuguesa.

– Duradouro, eco-Friendly e resistente à água.

– Pode ser limpo com água e sabão neutro.

– Cor da peça em exibição: Natural.",TRUE,Title,Default Title,VELEN,,shopify,10,deny,manual,45.00,,TRUE,TRUE,,,CHAPÉU TIROLÊS EM CORTIÇA,FALSE,active
gorro-ushanka,GORRO USHANKA,"<p>Hologramme est un grossiste de Toques et Chapkas avec 40 ans d’expérience. Découvrez nos collections de chapeaux en fourrure au tarif de gros.</p><ul><li><strong>Cor</strong>: Bege , Camelo , Cáqui , Marrom , Preto</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Poliéster / Forro: 100% Poliéster</li></ul>",Chapeus Lisboetas,Gorros,Fabricado na China,TRUE,Title,Default Title,Chapka – 6064,,shopify,10,deny,manual,1.00,,TRUE,TRUE,,,GORRO USHANKA,FALSE,active
chapeu-chapka,CHAPÉU CHAPKA,"<p>Fausse fourrure en 100% Modacrylique</p><ul><li><strong>Cor</strong>: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde</li><li><strong>Composição</strong>: 100% modacrílica</li></ul>",Chapeus Lisboetas,Gorros,Etiqueta: Fabricado em Portugal,TRUE,Title,Default Title,Chapéu – 49171,,shopify,10,deny,manual,3.00,,TRUE,TRUE,,,CHAPÉU CHAPKA,FALSE,active
chapeu-chapka-2,CHAPÉU CHAPKA,"<p>Fausse fourrure en 100% Modacrylique</p><ul><li><strong>Cor</strong>: Bege , Azul Claro , Borgonha , Cinza , Marinho , Marrom , Mostarda , Preto , Laranja , Rosa , Vermelho , Verde</li><li><strong>Composição</strong>: 100% modacrílica</li></ul>",Chapeus Lisboetas,Gorros,Etiqueta: Fabricado em Portugal,TRUE,Title,Default Title,Chapéu – 49171,,shopify,10,deny,manual,3.00,,TRUE,TRUE,,,CHAPÉU CHAPKA,FALSE,active
bonnet-pierre-cardin,Bonnet – Pierre Cardin,"<p>Découvrez notre Bonnet - Pierre Cardin au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Branco, Camelo, Cinza, Preto</li><li><strong>Tamanho</strong>: Tamanho Único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Acrílico / Forro: 100% Poliéster</li></ul>",Chapeus Lisboetas,Gorros,"Gorro da marca Pierre Cardin, com uma textura suave e simples.

Possui um grande reverso e exibe um emblema branco com o logo distintivo de Pierre Cardin, com um grande “P” estilizado em preto e a assinatura abaixo

Fabricado em um material quente e confortável, perfeito para um visual sóbrio de inverno.",TRUE,Title,Default Title,bonnet-pierre-cardin,,shopify,10,deny,manual,0.20,,TRUE,TRUE,,,Bonnet – Pierre Cardin,FALSE,active
chapeu-fedora,CHAPEU FEDORA,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana",TRUE,Title,Default Title,"Tags: Fabricado na Itália , Lã Pura",,shopify,10,deny,manual,35.00,,TRUE,TRUE,,,CHAPEU FEDORA,FALSE,active
chapeu-fedora-2,CHAPEU FEDORA,"<p>Notre version Hologramme Paris du &quot;Fedora classique&quot; Chapeau avec un Ruban ton sur ton, 100 g de pure laine. Sobre et sans logo apparent.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Nossa versão Hologram Paris do “Fedora clássico”

Chapéu com fita tom sobre tom, 100 g de pura lã.

Sóbrio e sem logótipo visível.

100% lã e fabricação italiana",TRUE,Title,Default Title,"Tags: Fabricado na Itália , Lã Pura",,shopify,10,deny,manual,35.00,,TRUE,TRUE,,,CHAPEU FEDORA,FALSE,active
chapeus-de-la-italiana,CHAPÉUS DE LÃ ITALIANA,"<p>2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 e 2*58)</p><p>Notre version Hologramme Paris du &quot;Fedora imperméable et indéformable&quot; Chapeau avec une ceinture marron, 100 g de pure laine Waterproof Crushable.</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Fabricado na Itália, Lã, Esmagável, Impermeável",TRUE,Title,Default Title,"Chapéu Impermeável – Art 181054 (Pack 12) Tags: Fabricado na Itália , Lã Esmagável Impermeável",,shopify,10,deny,manual,67.50,,TRUE,TRUE,,,CHAPÉUS DE LÃ ITALIANA,FALSE,active
chapeu-de-la-trilby,CHAPÉU DE LÃ TRILBY,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-970/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 54, 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,"Fabricado na Itália, Lã Pura",TRUE,Title,Default Title,Chapéu – Art 970 (Pack 12),,shopify,10,deny,manual,29.90,,TRUE,TRUE,,,CHAPÉU DE LÃ TRILBY,FALSE,active
chapeus-de-la-impermeavel,CHAPÉUS DE LÃ IMPERMEÁVEL,"<p>Paquet de 12 pcs assorties: 2*55, 2*56, 3*57, 3*58, 2*59 (ou 1*60 et 2*58) Pour l’achat à l’unité de ce produit, c’est ici: https://hologrammeparis.com/product/chapeau-art-181056/</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Lã,CHAPÉUS DE LÃ IMPERMEÁVEL,TRUE,Title,Default Title,"Chapéu Impermeável – Art 181056 Tags: Fabricado na Itália , Lã, Esmagável, Impermeável",,shopify,10,deny,manual,49.90,,TRUE,TRUE,,,CHAPÉUS DE LÃ IMPERMEÁVEL,FALSE,active
bones-de-inverno-para-mulheres,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 12 pcs assorties: 4*Noir, 2*Gris + 1 de chaque couleur</p>",Chapeus Lisboetas,Feminino,BONÉS DE INVERNO PARA MULHERES,TRUE,Title,Default Title,Boné – 13156,,shopify,10,deny,manual,0.20,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-2,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 24 pcs assorties: 9*Beige, 7*Gris, 8*Noir</p><ul><li><strong>Cor</strong>: Cru , Cinza , Preto</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 50% Lã – 50% PU Sintético</li></ul>",Chapeus Lisboetas,Feminino,"BONÉS DE INVERNO PARA MULHERES, OriginalPriceNote: Etiqueta: Fabricado na China",TRUE,Title,Default Title,Boné – 12463,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
chapeus-de-palha-femininos,CHAPÉUS DE PALHA FEMININOS,"<p>Découvrez notre Paille - 12673 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Natural, Preto</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12673,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
bones-de-verao-para-mulheres,BONÉS DE VERÃO PARA MULHERES,"<p>Paquet de 24 pcs assorties: 2*Rouge, 2*Vert, 2*Bleu Ciel, 4*Camel, 4*Ecru, 3*Blanc, 3*Beige, 3*Marine, 1*Gris</p><ul><li><strong>Cor</strong>: Bege , Branco , Camelo , Cinza , Marinho , Vermelho</li><li><strong>Tamanho</strong>: 56 , 58</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 7% Viscose – 33% Algodão – 60% Poliéster</li></ul>",Chapeus Lisboetas,Cerimónia,"BONÉS DE VERÃO PARA MULHERES, OriginalPriceNote: Etiqueta: Fabricado na China",TRUE,Title,Default Title,Boné – 12625,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS DE VERÃO PARA MULHERES,FALSE,active
bones-de-verao-para-mulheres-2,BONÉS DE VERÃO PARA MULHERES,"<p>Paquet de 30 pcs assorties: 2*Rose, 5*Orange, 5*Violet, 6*Bleu, 6*Beige, 6*Noir</p><ul><li><strong>Cor</strong>: Bege , Bordéus , Marinho , Preto , Rosa , Vermelho</li><li><strong>Vendido Por</strong>: Pacote 15</li><li><strong>Composição</strong>: 100% Papel</li></ul>",Chapeus Lisboetas,Cerimónia,"SIZE	
One size adjustable, OriginalPriceNote: Etiqueta: Fabricado na China",TRUE,Title,Default Title,Viseira – 23119,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS DE VERÃO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-3,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 12 pcs assorties: 2*Gris Clair, 1*Gris Fonce, 1*Kaki, 1*Bordeaux, 1*Rouge, 2*Marine, 4*Noir</p><ul><li><strong>Cor</strong>: Azul , Cinza , Cinza Escuro , Preto , Vermelho , Verde</li><li><strong>Tamanho</strong>: 56 , 58</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 5% Acrílico – 7% Fibra – 40% Lã – 48% Poliéster</li></ul>",Chapeus Lisboetas,Cerimónia,"Fabricado na China, Mistura de lã, OriginalPriceNote: NÃO TEM MAIS NO ESTOQUE",TRUE,Title,Default Title,Boné – 2018039,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-4,BONÉS DE INVERNO PARA MULHERES,<p>Paquet de 24 pcs assorties: 2 pcs de chaque couleur</p><ul><li><strong>Cor</strong>: Preto</li><li><strong>Tamanho</strong>: Unico</li><li><strong>Composição</strong>: 50% Polyester – 50% Laine</li></ul>,Chapeus Lisboetas,Cerimónia,"Fabricado na China, Mistura de lã",TRUE,Title,Default Title,Casquette – 22103,,shopify,10,deny,manual,14.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-5,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 24 pcs assorties: 2*Moutarde, 2*Marron, 3*Bordeaux, 3*Marine, 3*Vert, 3*Bleu, 3*Taupe, 5*Noir</p><ul><li><strong>Cor</strong>: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto</li><li><strong>Tamanho</strong>: Unico com ajuste (elástico)</li><li><strong>Composição</strong>: 100% PU</li></ul>",Chapeus Lisboetas,Cerimónia,"Fabricado na China, Tamanho ajustável",TRUE,Title,Default Title,Casquette – 12448,,shopify,10,deny,manual,15.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
chapeus-de-palha-femininos-2,CHAPÉUS DE PALHA FEMININOS,"<p>Découvrez notre Paille - 12511 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Camel , Cinza , Natural , Preto , Verde</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12511,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
chapeus-de-palha-femininos-3,CHAPÉUS DE PALHA FEMININOS,"<p>Découvrez notre Paille - 12512 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Preto, Verde, Natural</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12512,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
chapeus-de-palha-femininos-4,CHAPÉUS DE PALHA FEMININOS,"<p>Paquet de 30 pcs assorties: 11*Beige, 7*Camel, 4*Vert, 4*Gris, 4*Noir il reste que du naturel</p><ul><li><strong>Cor</strong>: Cinza, Verde, Natural</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12517,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
boina-classica-beret,BOINA CLÁSSICA / BERET,"<p>Notre version Hologramme Paris du &quot;Béret Uni classique&quot; Sobre, intemporel et sans logo apparent. 75g de Laine grattée et rasée *les nouvelles couleurs sont à 90% laine.</p><ul><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão holográfica parisiense da “boina lisa clássica”

Sóbrio, intemporal e sem logótipo visível.

75g de lã escovada e raspada, OriginalPriceNote: Etiqueta: Fabricado na China",TRUE,Title,Default Title,Boina Clássica – 5020,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BOINA CLÁSSICA / BERET,FALSE,active
chapeu-la-harmonico,CHAPÉU LÃ HARMONICO,"<p>Paquet de 12 pcs assorties: 1*Prune, 2*Bordeaux, 1*Marron, 3*Noir, 1*Camel, 1*Gris Fonce, 2*Marine, 1*Kaki</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: UNICO</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 100% Lã</li></ul>",Chapeus Lisboetas,Feminino,Lã Pura,TRUE,Title,Default Title,Gorro – 5942F Bonnet – 5942C,,shopify,10,deny,manual,19.90,,TRUE,TRUE,,,CHAPÉU LÃ HARMONICO,FALSE,active
boina-com-pala-pied-poule,BOINA COM PALA PIED POULE,"<p>Paquet de 12 pcs assorties: 5*Gris Fonce, 4*Gris Clair, 3*Beige</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 56 , 58</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 50% Lã – 50% Poliéster</li></ul>",Chapeus Lisboetas,Feminino,BOINA COM PALA PIED POULE,TRUE,Title,Default Title,Boné – 22238,,shopify,10,deny,manual,29.90,,TRUE,TRUE,,,BOINA COM PALA PIED POULE,FALSE,active
chapeus-de-palha-femininos-5,CHAPÉUS DE PALHA FEMININOS,"<p>Découvrez notre Paille - 12673 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Natural, Preto</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12673,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
bones-de-verao-para-mulheres-3,BONÉS DE VERÃO PARA MULHERES,"<p>Paquet de 24 pcs assorties: 2*Rouge, 2*Vert, 2*Bleu Ciel, 4*Camel, 4*Ecru, 3*Blanc, 3*Beige, 3*Marine, 1*Gris</p><ul><li><strong>Cor</strong>: Bege , Branco , Camelo , Cinza , Marinho , Vermelho</li><li><strong>Tamanho</strong>: 56 , 58</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 7% Viscose – 33% Algodão – 60% Poliéster</li></ul>",Chapeus Lisboetas,Cerimónia,"BONÉS DE VERÃO PARA MULHERES, OriginalPriceNote: Etiqueta: Fabricado na China",TRUE,Title,Default Title,Boné – 12625,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS DE VERÃO PARA MULHERES,FALSE,active
bones-de-verao-para-mulheres-4,BONÉS DE VERÃO PARA MULHERES,"<p>Paquet de 30 pcs assorties: 2*Rose, 5*Orange, 5*Violet, 6*Bleu, 6*Beige, 6*Noir</p><ul><li><strong>Cor</strong>: Bege , Bordéus , Marinho , Preto , Rosa , Vermelho</li><li><strong>Vendido Por</strong>: Pacote 15</li><li><strong>Composição</strong>: 100% Papel</li></ul>",Chapeus Lisboetas,Cerimónia,"SIZE	
One size adjustable, OriginalPriceNote: Etiqueta: Fabricado na China",TRUE,Title,Default Title,Viseira – 23119,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS DE VERÃO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-6,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 12 pcs assorties: 2*Gris Clair, 1*Gris Fonce, 1*Kaki, 1*Bordeaux, 1*Rouge, 2*Marine, 4*Noir</p><ul><li><strong>Cor</strong>: Azul , Cinza , Cinza Escuro , Preto , Vermelho , Verde</li><li><strong>Tamanho</strong>: 56 , 58</li><li><strong>Vendido Por</strong>: Pacote 12</li><li><strong>Composição</strong>: 5% Acrílico – 7% Fibra – 40% Lã – 48% Poliéster</li></ul>",Chapeus Lisboetas,Cerimónia,"Fabricado na China, Mistura de lã, OriginalPriceNote: NÃO TEM MAIS NO ESTOQUE",TRUE,Title,Default Title,Boné – 2018039,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-7,BONÉS DE INVERNO PARA MULHERES,<p>Paquet de 24 pcs assorties: 2 pcs de chaque couleur</p><ul><li><strong>Cor</strong>: Preto</li><li><strong>Tamanho</strong>: Unico</li><li><strong>Composição</strong>: 50% Polyester – 50% Laine</li></ul>,Chapeus Lisboetas,Cerimónia,"Fabricado na China, Mistura de lã",TRUE,Title,Default Title,Casquette – 22103,,shopify,10,deny,manual,14.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
bones-de-inverno-para-mulheres-8,BONÉS DE INVERNO PARA MULHERES,"<p>Paquet de 24 pcs assorties: 2*Moutarde, 2*Marron, 3*Bordeaux, 3*Marine, 3*Vert, 3*Bleu, 3*Taupe, 5*Noir</p><ul><li><strong>Cor</strong>: 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto</li><li><strong>Tamanho</strong>: Unico com ajuste (elástico)</li><li><strong>Composição</strong>: 100% PU</li></ul>",Chapeus Lisboetas,Cerimónia,"Fabricado na China, Tamanho ajustável",TRUE,Title,Default Title,Casquette – 12448,,shopify,10,deny,manual,15.00,,TRUE,TRUE,,,BONÉS DE INVERNO PARA MULHERES,FALSE,active
chapeus-de-palha-femininos-6,CHAPÉUS DE PALHA FEMININOS,"<p>Découvrez notre Paille - 12511 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Camel , Cinza , Natural , Preto , Verde</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12511,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
chapeus-de-palha-femininos-7,CHAPÉUS DE PALHA FEMININOS,"<p>Découvrez notre Paille - 12512 au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Preto, Verde, Natural</li><li><strong>Tamanho</strong>: Tamanho único</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: Palha 100% natural</li></ul>",Chapeus Lisboetas,Cerimónia,"Nossa versão Hologram Paris do chapéu de palha em forma de sino.

Chapéu luxuoso tricotado em palha de ráfia extrafina .
Sólido, dobrável e intemporal.

Palha 100% Ráfia, OriginalPriceNote: Tags: Fabricado na China , Tamanho ajustável",TRUE,Title,Default Title,Palha – 12512,,shopify,10,deny,manual,0.00,,TRUE,TRUE,,,CHAPÉUS DE PALHA FEMININOS,FALSE,active
