Type,SKU,Name,Published,Short description,Description,Regular price,Categories,Tags,Images
simple,Boné – 12625,BOINA COM PALA ALGODÃO,1,"BOINA · Pacote de 24 peças variadas:
2 * vermelho, 2 * verde, 2 * azul celeste, 4 * camelo, 4 * cru, 3 * branco, 3 * bege, 3 * marinho, 1 * cinza
",,24.9,,['BOINA COM PALA ALGODÃO'],"images/feminino/bone-12625/img_01.jpg, images/feminino/bone-12625/img_02.jpg, images/feminino/bone-12625/img_03.jpg, images/feminino/bone-12625/img_04.jpg, images/feminino/bone-12625/img_05.jpg, images/feminino/bone-12625/img_06.jpg, images/feminino/bone-12625/img_07.jpg, images/feminino/bone-12625/img_08.jpg, images/feminino/bone-12625/img_09.jpg"
simple,Boné – 2018016,BONÉS DE VERÃO PARA MULHERES,0,"BONÉS · Pacote de 24 peças variadas:
3*Cáqui, 5*Preto, 3*Bordeaux, 3*Azul, 2*Laranja, 4*Cinza, 4*Bege

",,0.0,,['BONÉS DE VERÃO PARA MULHERES'],
simple,Viseira – 23119,BONÉS DE VERÃO PARA MULHERES,0,"BONÉS · Pacote de 30 peças variadas:
2*Rosa, 5*Laranja, 5*Roxo, 6*Azul, 6*Bege, 6*Preto",,0.0,,['SIZE\t\nOne size adjustable'],"images/feminino/viseira-23119/img_01.jpg, images/feminino/viseira-23119/img_02.jpg, images/feminino/viseira-23119/img_03.jpg, images/feminino/viseira-23119/img_04.jpg, images/feminino/viseira-23119/img_05.jpg, images/feminino/viseira-23119/img_06.jpg, images/feminino/viseira-23119/img_07.jpg"
simple,Boné – 2018039,BOINA COM PALA INVERNO,0,"BOINA · 2*Cinza claro, 
1*Cinza escuro, 
1*Cáqui, 
1*Bordeaux, 
1*Vermelho, 
2*Marinho, 
4*Preto",,0.0,,"['Fabricado na China', 'Mistura de lã']","images/feminino/bone-2018039/img_01.jpg, images/feminino/bone-2018039/img_02.jpg, images/feminino/bone-2018039/img_03.jpg, images/feminino/bone-2018039/img_04.jpg, images/feminino/bone-2018039/img_05.jpg, images/feminino/bone-2018039/img_06.jpg, images/feminino/bone-2018039/img_07.jpg, images/feminino/bone-2018039/img_08.jpg, images/feminino/bone-2018039/img_09.jpg"
simple,Casquette – 22103,BOINA COM PALA INVERNO,1,"BOINA · 	
Sortido , Bordéus , Camelo , Cru , Cinza Claro , Cinza Escuro , Cáqui , Azul Marinho , Marrom , Mostarda , Preto , Laranja , Verde",,24.9,,"['Fabricado na China', 'Mistura de lã']","images/feminino/casquette-22103/img_01.jpg, images/feminino/casquette-22103/img_02.jpg, images/feminino/casquette-22103/img_03.jpg, images/feminino/casquette-22103/img_04.jpg, images/feminino/casquette-22103/img_05.jpg, images/feminino/casquette-22103/img_06.jpg, images/feminino/casquette-22103/img_07.jpg, images/feminino/casquette-22103/img_08.jpg, images/feminino/casquette-22103/img_09.jpg"
simple,Casquette – 12448,BONÉS DE INVERNO PARA MULHERES,1,"BONÉS · 2*Mostarda, 2*Marrom, 3*Bordéus, 3*Marinho, 3*Verde, 3*Azul, 3*Taupe, 5*Preto",,15.0,,"['Fabricado na China', 'Tamanho ajustável']","images/feminino/casquette-12448/img_01.jpg, images/feminino/casquette-12448/img_02.jpg, images/feminino/casquette-12448/img_03.jpg, images/feminino/casquette-12448/img_04.jpg, images/feminino/casquette-12448/img_05.jpg, images/feminino/casquette-12448/img_06.jpg, images/feminino/casquette-12448/img_07.jpg, images/feminino/casquette-12448/img_08.jpg, images/feminino/casquette-12448/img_09.jpg"
simple,Palha – 12511,CHAPÉUS DE PALHA FEMININOS,0,CHAPÉUS · https://hologrammeparis.com/product/paille-12511/,,0.0,,"['Nossa versão Hologram Paris do chapéu de palha em forma de sino.\n\nChapéu luxuoso tricotado em palha de ráfia extrafina .\nSólido', 'dobrável e intemporal.\n\nPalha 100% Ráfia']","images/feminino/palha-12511/img_02.jpg, images/feminino/palha-12511/img_09.jpg, images/feminino/palha-12511/img_10.jpg"
simple,Palha – 12512,CHAPÉUS DE PALHA FEMININOS,0,CHAPÉUS · Straw - 12512 - Hologram Paris (hologrammeparis.com),,0.0,,"['Chapéu luxuoso tricotado em palha de ráfia extrafina .\nSólido', 'dobrável e intemporal.\n\nPalha 100% Ráfia']","images/feminino/palha-12512/img_01.jpg, images/feminino/palha-12512/img_02.jpg, images/feminino/palha-12512/img_03.jpg, images/feminino/palha-12512/img_04.jpg, images/feminino/palha-12512/img_05.jpg, images/feminino/palha-12512/img_06.jpg, images/feminino/palha-12512/img_07.jpg, images/feminino/palha-12512/img_08.jpg, images/feminino/palha-12512/img_09.jpg"
simple,Palha – 12517,CHAPÉUS DE PALHA FEMININOS,0,"CHAPÉUS · 11*Bege, 7*Camelo, 4*Verde, 4*Cinza, 4*Preto",,0.0,,"['Chapéu luxuoso tricotado em palha de ráfia extrafina .\nSólido', 'dobrável e intemporal.\n\nPalha 100% Ráfia']","images/feminino/palha-12517/img_01.jpg, images/feminino/palha-12517/img_02.jpg, images/feminino/palha-12517/img_03.jpg, images/feminino/palha-12517/img_04.jpg, images/feminino/palha-12517/img_05.jpg, images/feminino/palha-12517/img_06.jpg, images/feminino/palha-12517/img_07.jpg, images/feminino/palha-12517/img_08.jpg, images/feminino/palha-12517/img_09.jpg"
simple,Boina Clássica – 5020,BOINA CLÁSSICA / BERET,1,BOINA · https://hologrammeparis.com/product/beret-5020/?attribute_pa_couleur=beige-na1302,,14.9,,"['Nossa versão holográfica parisiense da “boina lisa clássica”\n\nSóbrio', 'intemporal e sem logótipo visível.\n\n75g de lã escovada e raspada']","images/feminino/boina-classica-5020/img_01.jpg, images/feminino/boina-classica-5020/img_02.jpg, images/feminino/boina-classica-5020/img_03.jpg, images/feminino/boina-classica-5020/img_04.jpg, images/feminino/boina-classica-5020/img_05.jpg, images/feminino/boina-classica-5020/img_06.jpg, images/feminino/boina-classica-5020/img_07.jpg, images/feminino/boina-classica-5020/img_08.jpg, images/feminino/boina-classica-5020/img_09.jpg"
simple,"Gorro – 5942F
Bonnet – 5942C",CHAPÉU LÃ HARMONICO,1,"CHAPÉU · 1*Ameixa, 2*Bordeaux, 1*Marrom, 3*Preto, 1*Camelo, 1*Cinza Escuro, 2*Marinho, 1*Cáqui",,19.9,,['Lã Pura'],"images/feminino/gorro-5942f-bonnet-5942c/img_01.jpg, images/feminino/gorro-5942f-bonnet-5942c/img_02.jpg, images/feminino/gorro-5942f-bonnet-5942c/img_03.jpg, images/feminino/gorro-5942f-bonnet-5942c/img_04.jpg, images/feminino/gorro-5942f-bonnet-5942c/img_05.jpg, images/feminino/gorro-5942f-bonnet-5942c/img_06.jpg, images/feminino/gorro-5942f-bonnet-5942c/img_07.jpg"
simple,Boné – 22238,BOINA COM PALA PIED POULE,1,"BOINA · 5*Cinza Escuro, 4*Cinza Claro, 3*Bege",,29.9,,['BOINA COM PALA PIED POULE'],"images/feminino/bone-22238/img_01.jpg, images/feminino/bone-22238/img_02.jpg, images/feminino/bone-22238/img_03.jpg, images/feminino/bone-22238/img_04.jpg, images/feminino/bone-22238/img_05.jpg, images/feminino/bone-22238/img_06.jpg"
simple,,CHAPEU CLOCHE,0,CHAPEU,,35.0,,['CHAPEU CLOCHE'],
simple,,CASQUETE,0,CASQUETE,,1.0,,['COM FITA AJUSTÁVEL'],
simple,,CHAPÉU CERIMÓNIA PERÓLAS,0,CHAPÉU,,2.0,,['COM FITA AJUSTÁVEL'],
simple,,CHAPÉU CERIMÓNIA FLORES,0,CHAPÉU,,3.0,,['COM FITA AJUSTÁVEL'],
simple,Palha – 937,CHAPÉUS DE PALHA FEMININOS,0,"CHAPÉUS · 12*55, 18*57",,0.0,,['CHAPÉUS DE PALHA FEMININOS'],"images/cerimónia/palha-937/img_01.jpg, images/cerimónia/palha-937/img_02.jpg, images/cerimónia/palha-937/img_03.jpg, images/cerimónia/palha-937/img_04.jpg, images/cerimónia/palha-937/img_05.jpg, images/cerimónia/palha-937/img_06.jpg, images/cerimónia/palha-937/img_07.jpg, images/cerimónia/palha-937/img_08.jpg, images/cerimónia/palha-937/img_09.jpg"
simple,Palha – 941216 Couro,CHAPÉU DE PALHA NATURAL,1,"CHAPÉU · 3*55, 4*56, 6*57, 7*58, 5*59, 3*60, 2*61",,35.0,,['Rótulo: Fabricado na Itália'],"images/palha/palha-941216-couro/img_01.jpg, images/palha/palha-941216-couro/img_02.jpg, images/palha/palha-941216-couro/img_03.jpg, images/palha/palha-941216-couro/img_04.jpg, images/palha/palha-941216-couro/img_05.jpg, images/palha/palha-941216-couro/img_06.jpg"
simple,Panamá – 201754,CHAPEU PANAMÁ,1,CHAPEU · https://hologrammeparis.com/product/panama-201754/,,67.5,,"['A versão revisitada do Panamá equatoriano', 'mais sólida', 'dobrável e moderna.\n\nPanamá Panasoft em papel 100% japonês .\n\nFabricado na Itália.']","images/panamá/panama-201754/img_01.jpg, images/panamá/panama-201754/img_02.jpg, images/panamá/panama-201754/img_03.jpg, images/panamá/panama-201754/img_04.jpg, images/panamá/panama-201754/img_05.jpg, images/panamá/panama-201754/img_06.jpg"
simple,Panamá – 201752,CHAPEU PANAMÁ ABA CURTA,1,CHAPEU · https://hologrammeparis.com/product/panama-201752-ecru/,,67.5,,"['A versão revisitada do Panamá equatoriano', 'mais sólida', 'dobrável e moderna.\n\nPanamá Panasoft em papel 100% japonês .\n\nFabricado na Itália.']","images/panamá/panama-201752/img_01.jpg, images/panamá/panama-201752/img_02.jpg, images/panamá/panama-201752/img_03.jpg, images/panamá/panama-201752/img_04.jpg, images/panamá/panama-201752/img_05.jpg, images/panamá/panama-201752/img_06.jpg"
simple,Panamá – 931,CHAPEU PANAMÁ AJUSTÁVEL,1,CHAPEU · https://hologrammeparis.com/product/panama-art-931-japonais/,,67.5,,"['A versão revisitada do Panamá equatoriano', 'mais sólida', 'dobrável e moderna.\n\nPanamá Panasoft em papel 100% japonês .\n\nFabricado na Itália.']","images/panamá/panama-931/img_01.jpg, images/panamá/panama-931/img_02.jpg, images/panamá/panama-931/img_03.jpg, images/panamá/panama-931/img_04.jpg, images/panamá/panama-931/img_05.jpg, images/panamá/panama-931/img_06.jpg, images/panamá/panama-931/img_07.jpg"
simple,"Chapéu – 49103

",CHAPÉUS ALGODÃO ENCERADO,1,CHAPÉUS · https://hologrammeparis.com/product/chapeau-49103/,,45.0,,"['Algodão Oleado', 'Fabricado em Portugal']","images/à prova d´água/chapeu-49103/img_01.jpg, images/à prova d´água/chapeu-49103/img_02.jpg, images/à prova d´água/chapeu-49103/img_03.jpg, images/à prova d´água/chapeu-49103/img_04.jpg, images/à prova d´água/chapeu-49103/img_05.jpg, images/à prova d´água/chapeu-49103/img_06.jpg, images/à prova d´água/chapeu-49103/img_07.jpg, images/à prova d´água/chapeu-49103/img_08.jpg, images/à prova d´água/chapeu-49103/img_09.jpg"
simple,SOLID,CHAPEU DOBRAVEL,0,CHAPEU,,55.0,,"['impermeavel', 'dobravel']",
simple,"Bob – 2018121

",BUCKT HAT ALGODÃO,1,"BUCKT · 3*Preto, 3*Marinho, 2*Laranja, 2*Bege, 2*Azul Royal, 2*Mostarda, 2*Cáqui, 2*Cinza, 2*Bordéus, 2*Vermelho, 1*Camelo , 1 * marrom claro",,14.9,,['BUCKT HAT ALGODÃO'],"images/chapéus em tecido/bob-2018121/img_01.jpg, images/chapéus em tecido/bob-2018121/img_02.jpg, images/chapéus em tecido/bob-2018121/img_03.jpg, images/chapéus em tecido/bob-2018121/img_04.jpg, images/chapéus em tecido/bob-2018121/img_05.jpg, images/chapéus em tecido/bob-2018121/img_06.jpg, images/chapéus em tecido/bob-2018121/img_07.jpg, images/chapéus em tecido/bob-2018121/img_08.jpg, images/chapéus em tecido/bob-2018121/img_09.jpg"
simple,Bob – 2018120,CHAPÉU SAFARI,1,"CHAPÉU · 3*Noir, 3*Marine, 2*Kaki, 2*Bordeaux, 2*Rouge, 2*Rouille, 2*Bleu Royal, 2*Gris, 2*Moutarde, 2*Beige, 1*Camel, 1*Marron Clair",,19.9,,['CHAPÉU SAFARI'],"images/chapéus em tecido/bob-2018120/img_01.jpg, images/chapéus em tecido/bob-2018120/img_02.jpg, images/chapéus em tecido/bob-2018120/img_03.jpg, images/chapéus em tecido/bob-2018120/img_04.jpg, images/chapéus em tecido/bob-2018120/img_05.jpg, images/chapéus em tecido/bob-2018120/img_06.jpg, images/chapéus em tecido/bob-2018120/img_07.jpg, images/chapéus em tecido/bob-2018120/img_08.jpg, images/chapéus em tecido/bob-2018120/img_09.jpg"
simple,,BUCKET HAT REVERSIVEL,0,BUCKET,,19.9,,['Etiqueta:  reversível'],
simple,"Boné – 12614
Boné – 15112",BONÉS CUBANOS,0,"BONÉS · https://hologrammeparis.com/product/casquette-15165/


",,0.0,,"['2*Azul', '2*Mostarda', '2*Vermelho', '2*Cáqui', '4*Preto', '3*Camelo', '3*Cinza', '4*Marinha', '2*Verde', '3 * cinza escuro', '3 * bege', '2 * cáqui', '2 * preto', '2 * verde maçã', '2 * laranja', '2 * marrom 2 * azul', '2 * verde abeto', '2 * vermelho', '2 * Cinza claro']","images/bonés/bone-12614-bone-15112/img_01.jpg, images/bonés/bone-12614-bone-15112/img_02.jpg, images/bonés/bone-12614-bone-15112/img_03.jpg, images/bonés/bone-12614-bone-15112/img_04.jpg, images/bonés/bone-12614-bone-15112/img_05.jpg, images/bonés/bone-12614-bone-15112/img_06.jpg, images/bonés/bone-12614-bone-15112/img_07.jpg, images/bonés/bone-12614-bone-15112/img_08.jpg, images/bonés/bone-12614-bone-15112/img_09.jpg"
simple,Boné – 12694,BONÉS CUBANOS,0,"BONÉS · Pacote de 24 peças variadas:
3 * preto, 3 * marinho, 2 * vermelho, 2 * laranja, 2 * azul, 2 * mostarda, 2 * cáqui, 2 * cinza, 2 * bege, 2 * camelo, 1 * rosa, 1 * cinza escuro",,0.0,,['BONÉS CUBANOS'],"images/bonés/bone-12694/img_01.jpg, images/bonés/bone-12694/img_02.jpg, images/bonés/bone-12694/img_03.jpg, images/bonés/bone-12694/img_04.jpg, images/bonés/bone-12694/img_05.jpg, images/bonés/bone-12694/img_06.jpg, images/bonés/bone-12694/img_07.jpg, images/bonés/bone-12694/img_08.jpg, images/bonés/bone-12694/img_09.jpg"
simple,Boné – 12849,BONÉS CUBANOS,0,"BONÉS · Pacote de 24 peças variadas:
3 * preto, 3 * cinza claro, 3 * marinho, 4 * bege, 2 * verde, 2 * vermelho, 2 * amarelo, 2 * cinza escuro, 2 * branco, 1 * mostarda",,0.0,,['BONÉS CUBANOS'],"images/bonés/bone-12849/img_01.jpg, images/bonés/bone-12849/img_02.jpg, images/bonés/bone-12849/img_03.jpg, images/bonés/bone-12849/img_04.jpg, images/bonés/bone-12849/img_05.jpg, images/bonés/bone-12849/img_06.jpg, images/bonés/bone-12849/img_07.jpg, images/bonés/bone-12849/img_08.jpg, images/bonés/bone-12849/img_09.jpg"
simple,Boné – 15165,BONÉS CUBANOS,0,"BONÉS · Pacote de 24 peças variadas:
4 * preto, 3 * bege, 3 * marinho, 2 * cinza claro, 2 * cinza escuro, 2 * camelo, 2 * cáqui, 2 * laranja, 2 * mostarda, 2 * branco",,0.0,,['BONÉS CUBANOS'],"images/bonés/bone-15165/img_01.jpg, images/bonés/bone-15165/img_02.jpg, images/bonés/bone-15165/img_03.jpg, images/bonés/bone-15165/img_04.jpg, images/bonés/bone-15165/img_05.jpg, images/bonés/bone-15165/img_06.jpg, images/bonés/bone-15165/img_07.jpg, images/bonés/bone-15165/img_08.jpg, images/bonés/bone-15165/img_09.jpg"
simple,Boné – 15116,BONÉS CUBANOS,0,"BONÉS · Pacote de 24 peças sortidas:
2 de cada cor",,0.0,,['BONÉS CUBANOS'],"images/bonés/bone-15116/img_01.jpg, images/bonés/bone-15116/img_02.jpg, images/bonés/bone-15116/img_03.jpg, images/bonés/bone-15116/img_04.jpg, images/bonés/bone-15116/img_05.jpg, images/bonés/bone-15116/img_06.jpg, images/bonés/bone-15116/img_07.jpg, images/bonés/bone-15116/img_08.jpg, images/bonés/bone-15116/img_09.jpg"
simple,Boné Veludo – 22138 (ou 2019110),BONÉS TRUCKER,0,BONÉS · https://hologrammeparis.com/product/casquette-2019110/?attribute_pa_couleur=noir,,0.0,,['BONÉS TRUCKER'],"images/bonés/bone-veludo-22138-ou-2019110/img_01.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_02.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_03.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_04.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_05.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_06.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_07.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_08.jpg, images/bonés/bone-veludo-22138-ou-2019110/img_09.jpg"
simple,Boné – 22134,BONÉS TRUCKER,0,"BONÉS · Pacote de 12 peças variadas:
2*Marinho, 2*Preto, 2*Cinza, 1*Camelo, 1*Bordéus, 1*Vermelho, 1*Cáqui, 1*Azul celeste, 1*Mostarda",,0.0,,['BONÉS TRUCKER'],"images/bonés/bone-22134/img_01.jpg, images/bonés/bone-22134/img_02.jpg, images/bonés/bone-22134/img_03.jpg, images/bonés/bone-22134/img_04.jpg, images/bonés/bone-22134/img_05.jpg, images/bonés/bone-22134/img_06.jpg, images/bonés/bone-22134/img_07.jpg, images/bonés/bone-22134/img_08.jpg, images/bonés/bone-22134/img_09.jpg"
simple,Boné – 15263,BONÉS TRUCKER,1,BONÉS · https://hologrammeparis.com/fr/product/casquette-15263/,,12.9,,['BONÉS TRUCKER'],"images/bonés/bone-15263/img_01.jpg, images/bonés/bone-15263/img_02.jpg, images/bonés/bone-15263/img_03.jpg, images/bonés/bone-15263/img_04.jpg, images/bonés/bone-15263/img_05.jpg, images/bonés/bone-15263/img_06.jpg, images/bonés/bone-15263/img_07.jpg, images/bonés/bone-15263/img_08.jpg, images/bonés/bone-15263/img_09.jpg"
simple,,CHAPÉU COWBOY,0,CHAPÉU,,1.0,,['CHAPÉU COWBOY'],
simple,Boné – 15125,CHAPÉU COWBOY,0,"CHAPÉU · Pacote de 24 peças variadas:
Azul, Rosa, Preto, Verde, Marinho, Cinza",,0.0,,['CHAPÉU COWBOY'],"images/cowboy/bone-15125/img_01.jpg, images/cowboy/bone-15125/img_02.jpg, images/cowboy/bone-15125/img_03.jpg, images/cowboy/bone-15125/img_04.jpg, images/cowboy/bone-15125/img_05.jpg, images/cowboy/bone-15125/img_06.jpg, images/cowboy/bone-15125/img_07.jpg, images/cowboy/bone-15125/img_08.jpg, images/cowboy/bone-15125/img_09.jpg"
simple,Boné – 15114,,0,"Pacote de 24 peças variadas:
2*Cinza Claro, 3*Bege, 1*Laranja, 4*Azul, 2*Vermelho, 1*Verde Abeto, 2*Bordéus, 2*Cáqui, 3*Cinza Escuro, 4*Preto",,0.0,,,"images/cowboy/bone-15114/img_01.jpg, images/cowboy/bone-15114/img_02.jpg, images/cowboy/bone-15114/img_03.jpg, images/cowboy/bone-15114/img_04.jpg, images/cowboy/bone-15114/img_05.jpg, images/cowboy/bone-15114/img_06.jpg, images/cowboy/bone-15114/img_07.jpg, images/cowboy/bone-15114/img_08.jpg, images/cowboy/bone-15114/img_09.jpg"
simple,"Gorro – Miki 12601
Gorro – 640182503",,0,"COR        
Bege , Bege Escuro , Branco , Azul Claro , Borgonha , Cru , Cinza , Jean Claro , Jean Escuro , Jean Preto , Cáqui , Marinho , Marrom Claro , Mostarda , Preto , Vermelho , Ferrugem , Verde , Verde Escuro, ",,0.0,,,"images/cowboy/gorro-miki-12601-gorro-640182503/img_01.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_02.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_03.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_04.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_05.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_06.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_07.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_08.jpg, images/cowboy/gorro-miki-12601-gorro-640182503/img_09.jpg"
simple,Algodão 4974,,0,"COR 
Bege , Cru , Cáqui , Marinho , Preto , Listra Marinha , Listra Taupe , Vermelho",,0.0,,,"images/cowboy/algodao-4974/img_01.jpg, images/cowboy/algodao-4974/img_02.jpg, images/cowboy/algodao-4974/img_03.jpg, images/cowboy/algodao-4974/img_04.jpg, images/cowboy/algodao-4974/img_05.jpg, images/cowboy/algodao-4974/img_06.jpg, images/cowboy/algodao-4974/img_07.jpg"
simple,Boné – 18110EC,,0,https://hologrammeparis.com/product/casquette-18110ec/,,0.0,,,"images/cowboy/bone-18110ec/img_01.jpg, images/cowboy/bone-18110ec/img_02.jpg, images/cowboy/bone-18110ec/img_03.jpg, images/cowboy/bone-18110ec/img_04.jpg, images/cowboy/bone-18110ec/img_05.jpg, images/cowboy/bone-18110ec/img_06.jpg"
